@id,@metadata.@collection,DueDate,DeliveryDate,Payment.DueDate,Payment.Method,Payment.Status,Products,Address.Street,Address.StreetNo,Address.City,Address.PostCode
96410fef-7fea-54d4-9ff5-7f987dcf3b11,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Wevli Turnpike,IN$Yr85C[P8H!,Nelnetzu,52062
bafc7c5d-515b-527e-b1eb-d40ee081cd57,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Lutot Way,B[6A14JcKZNbU!%0G8,Nejagsa,18155
e7a6d60c-04c8-5e5e-87ff-b66c0c14ed74,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Lote Drive,us@kkhvKLtP!,Matagah,49425
39c73c0a-e90b-5b40-9081-5b921127fbb8,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Muzi Pike,J$tyQSOOrIcl(0v!3MVu,Minepate,98757
54971586-43ba-5836-91b6-bd446cff8112,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Novic Road,XG3emSXa$d^&TBNBVTi,Oliwugfir,75467
83c3a1d5-bd93-5f98-9654-36ce46ecfb2b,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Nigraf Terrace,Qe&Nr,Ucpije,89085
e9058c16-fad2-5b9c-b8ff-afc5826ac28f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Pahri Circle,mW8YyGujFFo,Hiwgojbok,22514
4d45a932-c5ae-5591-bad0-98ce77ec4c99,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Doma Ridge,gk19#TSFvMDfH5#stXQ,Telezis,22753
3fbc9e80-eaec-516a-af6d-139fe0340fc6,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Refeb Plaza,isV4WuThSl5p&TodJ,Zubegowi,59936
dfa7f114-ff08-5c30-9289-a0ccf886a2af,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Pihipi Ridge,r!t1#Oy,Vevohso,87946
6c374c9d-1a17-57dd-a151-712065a7a224,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Fina Circle,]dx8b,Mubuco,29040
d2f06450-c7d7-5364-af1a-ab47dc06151c,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Poga Trail,9#17zdR,Ehutoppem,32018
31d5e4b8-df60-559c-ba15-d4915d86ec3a,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Jecu Street,S5ZdhBDS^jsW,Vutticwi,64281
e8b7388a-6a7a-5e64-b348-fc0b0a0c0206,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Digka Avenue,M2tJVJ8&QQTGple%I,Wulenuha,40949
9064d622-fcf1-5e82-b297-d7ff65331f3e,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Mijak Circle,z%Z&JN)V37Ye%Se,Dodsucju,74220
52133db8-ecd5-5f56-a65e-f74bc0e04c14,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cuvku River,TZAhcv([5IZXV,Huwiwimi,60656
93ebf964-3537-50ed-85a3-8fa8030c18f3,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Huej Court,@89!N0,Raufiwej,11506
