@id,@metadata.@collection,DueDate,DeliveryDate,Payment.DueDate,Payment.Method,Payment.Status,Products,Address.Street,Address.StreetNo,Address.City,Address.PostCode
f0192efb-45f5-5592-9b49-8b02f7b2c09f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Okeka Circle,gNvGy,Cecafked,97609
f9423a25-9de0-5bb1-8cf5-269109b65866,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Rajo Lane,]qk(ACYXNXZbjEk,Coweota,91350
f5247910-53d2-59ae-8525-9a7b93485d0e,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Itoapi Way,ohcg7bzcIQoOQ^r7n*B],Opajimos,77591
864c2b7f-c394-5904-906a-8240adfe5eef,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ziher Mill,[DM67ecpA2z)IGKneZ%I,Atzobev,20895
44185910-6bcb-5bd0-b865-588b8131cace,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Wopvi Drive,ymuLykFx[(p#2,Hajjudci,79690
b7480b58-08f0-5875-81a8-2a70a8f6f9e7,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ketob Loop,P4x0b5[PsK6YERWa#*p,Rokafo,62635
3b1d77ca-95e6-587a-a415-92dc9016961c,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Fenon Center,iT&AsK&tr,Potmamok,71736
97a0c62a-29e7-5fc9-8c11-eceefd4dc7b8,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Nufzus Glen,Bdv(Po,Refukos,55959
75c8f7cf-86fd-586f-b374-b1bff16a8df0,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Josi Pike,sX%u!,Megnafuv,25573
403299b2-c0d4-5e2c-a03d-ddbfd2f3e7d9,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Busutu Road,Cw2r44RxnH]z,Fusgopez,71880
638675a5-0694-548a-a990-e48691396854,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cecot Pass,Pdvj9V7pKUfC%,Teignan,66250
2ec25cb1-12bd-5cad-ba6f-3acdd1761355,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Kumofu Heights,VB0@k6tFWc4eAG,Newunhij,95027
e5303be5-d0be-5109-9d34-ae407c15f078,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Hais Extension,V3vVtonnHhYjv,Ratafa,50423
76dff020-25b5-5d8f-9551-50e532389128,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Zovgu Lane,F@d!iT,Evgiso,00162
3e3ed5ba-c96a-5659-8a71-892675767cf5,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Meoha Manor,myiAy*6Y!DqR^6t(mXFJ,Udutarus,46742
a5486d55-ad22-519f-9f6a-98ec8075cf2f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Fenjop Point,xABes]Eh,Houlnu,71232
0b7ca734-5fbd-5a9b-98d7-635c00ceda0f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Noref Circle,vQoRIo&3,Uvjojiwe,02778
065d5520-86d2-549e-b712-9597be5c95f0,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Gumwis Lane,6ERnx$,Worolec,37152
b8a89d0f-dd9f-550f-b4ff-aa2dbc35e84e,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Emku Highway,thrV0&QeQD5J[XRJqcj,Goftoara,82989
6877d2e2-22f3-5caf-b527-850d370cad58,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Todzi Lane,L0xPG,Nuisde,14433
12275bf7-13ba-55c4-be64-2b936e3cb28e,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ipuf View,OSa2RwfpziiluKw]I,Kekkihnot,44314
77dcc17e-923e-5baf-8add-ba2b4f1ec73c,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cefug Pike,45pYcQ4wMCyOOI$m,Itomekol,55846
aab1bf26-eac0-5765-87fc-9203d6798716,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Mupco Lane,KrlgS8ZQ,Fogeoj,25134
4b63e352-8e5c-5ee1-b0cf-f1d8f2fa10e1,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Sioli View,$iu4f67mZZp,Hagufezu,33823
9c8c4cd1-3bf7-5115-b46e-80654496f16b,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Novise Highway,IcgrYb01Z5,Iffufib,60808
250cb8e7-eaf9-516c-845a-49e51ae6c3a3,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Hozew Square,z9T3#nwVNqVtN@$w],Weshijhuw,80259
fe4187b3-3d21-5945-a51a-0b51dea382f6,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ajowo Loop,K*zkzlJ*CE,Vosesuk,98214
0537bf21-879d-517e-b4d2-2d45fbd75317,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Celwi Glen,D%bfbv]PXM$!RTdj%&Rc,Ideejeco,71985
bddfeb4c-81a9-5c25-9feb-0ff893f4abb3,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Galfi Place,%5AhMPM1MgF,Wohowomo,77355
6caaddfd-58b9-5551-973c-6078ad2c5e22,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Nueg Square,F[)rZ[)f(eBpMy,Emotavni,14815
180cbb12-df4f-5ea8-b85c-16facbf01d31,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Jescuf Highway,d[WJ)mQ2OU*ajgyz,Capepaw,43815
3ecd87a1-8e85-58e6-bc89-3a6806692992,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ebki Circle,*H%QUzH8j0!%Y2uj,Jelpavnib,57254
b24af29f-173b-52c8-9d98-74addb608acc,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Awaneh Plaza,42jS4N7$jAlC30e,Bumneghez,26225
36c5e323-5e46-5406-a056-365e94ce6dab,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Morpi Avenue,v(@w(V!iS,Wikwuija,04053
1c26d6cf-0115-59ab-b454-0d12f539d59f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ditsob Manor,aQ)q)IRcfJm$5ZmT,Lecmobnu,62470
a0515007-88a5-5f07-9fa7-1d415bcedbdb,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Vuvta Grove,*1*yG2582vyv9]EMn,Jubiftuw,27176
e6565e5d-b145-5ce9-9157-29f2f21a46e2,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Luzfad River,G[mGX!uMfmV,Pohpubu,26549
e318f253-ea62-541e-9004-a4867793ba0b,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Joen Turnpike,JtudKmfC,Defkivbi,66367
c0872679-30f3-55cd-b85d-ace1634a006c,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Gouju Boulevard,$Opat,Tufkuod,96179
e2bf7b52-e9c3-5814-80c4-6bff4229abbc,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cukmi Avenue,EDEXxf,Ekkibe,75670
a0665e82-b864-5d20-b4d4-ef41bea36864,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Vato Junction,7uc$*o#760TI7IhUxgSR,Ezuzabohi,47850
124f4e88-e8ba-5159-82e6-d264efd66f63,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ciwju Extension,2Qpuy,Podised,09073
1597502f-68df-5f73-84d9-e6edb4406136,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Nofum Mill,BcfTAERA6pT,Vemhidje,86211
dfa0473a-c5e9-5f93-8914-a14ec0ada11c,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Suuzi Park,IR6$uFP&hRo0Yjr]Y,Jevefme,15407
d8400938-fba4-5294-aec8-d556b7dfabce,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Irsa Court,UUvFIFQUp)jG@5))[4,Edraodo,41359
1d327ce1-2662-5bbe-b424-c5520bb8af1d,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Necin Way,4]sXc(xHB,Vucmaon,27596
9bafd1c4-bcb5-58a8-86cf-5d137b259e8a,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Rilvor Highway,phm^R,Vophofek,61396
05bb581c-64a0-52f6-b713-0fd39ec19ba2,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cunah Road,gi[!CYU,Zicocdu,94366
56349b68-87bb-5b55-945e-09d969d4e2c6,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cortos Street,z^nPIFCg,Ereecebi,81763
8e441d51-16da-51dd-b5d2-920171e2ebba,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Vumfi View,0vO2)i,Papawle,05710
6d8b22a7-e7d3-5a4f-9cb6-7f2dac16e32f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Kida Highway,%Y1dmF%##U,Zahbufira,18334
ffdcd25f-2ec4-5bf0-9ecd-5abfacbfe3bd,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Cuniw Extension,*Sseuu1AUltNF7i@,Daojfu,07502
ce569691-c7db-579a-beca-54db04a65598,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Suttur Trail,6ZdFbDtITlyhXVfwnmpp,Senasra,47704
4fef1242-ad32-5166-9f84-0bf3e5f85c04,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Hibbuv Lane,Cw@XwLm44!4dJTfKD,Ejmakzi,21813
7a82b83c-63be-5007-84aa-f43e8dc76ee0,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Rafga Pass,pb$F@,Cupigah,52488
