@id,@metadata.@collection,DueDate,DeliveryDate,Payment.DueDate,Payment.Method,Payment.Status,Products,Address.Street,Address.StreetNo,Address.City,Address.PostCode
fb586f72-7614-5cbf-a499-d6121970399b,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Guapu Road,E5m5XTfW43HOcU(1,Fowevba,74017
4b5ff603-0222-5e67-9a21-2ab2d6cc2b66,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Tormaz Center,7q^@63IPemBji,Vuzawwar,73518
ef88913b-87c5-5926-901b-07c765935177,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Zufile Highway,OAVfcKm)21**RWg),Mazdihij,73309
13bd08f7-ff1a-59d3-a04f-6fb5ccd0a66d,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Fikas Boulevard,3d(tpcK9tRWo4333,Rakdavep,63146
098701e1-0206-568a-bd29-fb6a90bd8dd5,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Weoji Circle,RJDE(7*8,Apenoziw,99463
b3cdc399-2872-5334-894c-24358351459a,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Seeme Extension,ET[*Pf,Dihrucva,79077
75e7df30-7e63-5019-bb11-b5229742eba1,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Ludic Extension,peS2LyBWDSX)C,Tefosoz,89186
47a5433c-949d-5a10-b68e-21eab49f9e8f,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Kiuw Path,hx#lpJEr,Gewempo,94099
2e878f7d-e65c-51ac-b629-9988d409654a,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Hibit Avenue,giUy8J*P,Zewajvo,58734
3844c012-7abc-5cd7-b763-15bfe0058792,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Dorkif Glen,L4fse,Hufopuzi,95812
59564c20-8d0f-544e-819f-11440c301ce1,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Fage Trail,Ghrc9Z5YZwDO,Ojheki,70696
a0a2769e-6167-56be-8c98-b86e7d4ad7b7,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Nami Pass,Gojcz%(rKTJVMEFWj]&l,Bavlefde,65797
7b30326b-978c-52e3-91f6-021d6fff9ee5,Order,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,2022-12-30T20:11:29.1462647,0,0,[],Foig Mill,tp@g@Zm2EEIfUa*e8Hmt,Mitadih,60964
